I calc,,I obs,,I obs minus I calc,,Ce3PtIn11,,In,
X,Y,X,Y,X,Y,X,Y,X,Y
10.83861686145698,301.84008966934425,5.642044152471163,717.0745376424436,6.41471239783057,-426.2096020922845,48.54785730654648,-95.13356996076936,,
10.86891757696127,345.507192228657,5.642044152471163,708.7380907902111,6.4601634710870055,-438.11881188118787,48.8205637460851,-96.32449093965988,,
10.990120438978433,275.63982813375674,5.596593079214728,659.9103306557072,6.551065617599878,-450.0280216700912,50.82041096936827,-95.13356996076936,,
11.18707508975632,262.1427237063331,5.642044152471163,650.3829628245844,6.551065617599878,-459.555389501214,51.3658238484455,-95.13356996076936,,
11.368879382782065,253.8062768541006,5.642044152471163,640.8555949934616,6.641967764112749,-469.08275733233677,51.502177068214806,-95.13356996076936,,
11.550683675807807,250.2335139174295,5.642044152471163,631.3282271623391,6.641967764112749,-477.4192041845695,52.72935604613857,-68.93330842518208,,
11.73248796883355,244.2789090229778,5.687495225727599,726.6019054735664,6.73286991062562,-488.1374929945823,54.63830112290887,-86.79712310853711,,
11.914292261859291,240.70614608630694,5.732946298984034,699.2107229590886,6.778320983882056,-469.08275733233677,54.774654342678176,-97.5154119185504,,
12.096096554885037,235.94246217074556,5.823848445496907,717.0745376424436,6.778320983882056,-478.61012516345954,55.45642044152471,-95.13356996076936,,
12.277900847910779,231.17877825518417,5.823848445496907,707.5471698113208,6.778320983882056,-497.6648608257051,55.72912688106333,-96.32449093965988,,
12.45970514093652,226.41509433962278,5.823848445496907,688.4924341490755,6.778320983882056,-507.19222865682787,56.54724619967917,-96.32449093965988,,
12.641509433962263,221.6514104240614,5.77839737224047,640.8555949934616,6.778320983882056,-514.3377545301701,58.001680543885115,-95.13356996076936,,
12.823313726988008,216.8877265085,5.77839737224047,631.3282271623391,6.9298245614035086,-445.26433775453006,58.274386983423724,-96.32449093965988,,
13.00511802001375,210.93312161404833,5.823848445496907,602.7461236689708,6.8692231303949285,-454.79170558565283,58.45619127644947,-95.13356996076936,,
13.186922313039492,207.36035867737723,5.823848445496907,593.218755837848,7.0510274234206705,-435.7369699234073,59.00160415552671,-95.13356996076936,,
13.368726606065234,204.97851671959666,5.823848445496907,583.6913880067252,7.096478496677106,-445.26433775453006,59.13795737529601,-95.13356996076936,,
13.55053089909098,200.21483280403527,5.823848445496907,574.1640201756027,7.096478496677106,-454.79170558565283,59.36521274157819,-95.13356996076936,,
13.732335192116722,199.02391182514498,5.823848445496907,565.8275733233702,7.2025310009421215,-463.52512609751557,60.001527767168284,-95.13356996076936,,
13.914139485142464,193.06930693069307,5.914750592009778,698.019801980198,7.141929569933541,-473.8464412478984,60.18333206019403,-96.32449093965988,,
14.095943778168209,190.6874649729125,5.914750592009778,678.9650663179527,7.141929569933541,-480.9919671212401,60.54694064624552,-96.32449093965988,,
14.277748071193951,185.9237810573511,5.869299518753342,621.8008593312163,7.323733862959285,-397.6274985989162,61.546864257887094,-96.32449093965988,,
14.459552364219693,183.54193909957053,5.914750592009778,612.2734915000935,7.323733862959285,-407.15486643003896,61.81957069742572,-96.32449093965988,,
14.641356657245435,179.96917616289943,6.005652738522649,717.0745376424436,7.323733862959285,-416.68223426116174,62.45588572301581,-95.13356996076936,,
14.82316095027118,175.20549224733804,6.005652738522649,707.5471698113208,7.323733862959285,-426.2096020922845,62.63769001604156,-96.32449093965988,,
15.004965243296922,171.63272931066695,6.005652738522649,688.4924341490755,7.369184936215721,-435.7369699234073,62.91039645558017,-96.32449093965988,,
15.186769536322664,168.05996637399608,6.005652738522649,669.43769848683,7.369184936215721,-445.26433775453006,63.4558093346574,-96.32449093965988,,
15.368573829348406,165.67812441621527,6.005652738522649,659.9103306557072,7.369184936215721,-454.79170558565283,63.63761362768314,-95.13356996076936,,
15.550378122374152,160.9144405006541,6.005652738522649,600.3642817111902,7.369184936215721,-461.93723145899503,63.773966847452456,-93.18479017713071,,
15.732182415399894,162.10536147954417,6.005652738522649,590.8369138800674,7.505538155985027,-426.2096020922845,64.00122221373464,-96.32449093965988,,
15.92913706617778,163.6932561180647,6.005652738522649,581.3095460489446,7.550989229241463,-438.11881188118787,65.00114582537621,-96.32449093965988,,
16.080640643699233,156.54773024472252,6.005652738522649,571.7821782178219,7.550989229241463,-447.64617971231064,65.13749904514552,-90.87132645737256,,
16.277595294477123,149.0052307117503,6.005652738522649,562.2548103866991,7.550989229241463,-457.1735475434334,65.3647544114277,-96.32449093965988,,
16.459399587502865,146.62338875396972,6.005652738522649,552.7274425555763,7.641891375754335,-466.7009153745562,65.81926514399206,-96.19216638645003,,
16.641203880528607,143.05062581729862,6.005652738522649,543.2000747244538,7.732793522267206,-438.11881188118787,65.95561836376136,-97.5154119185504,,
16.82300817355435,140.66878385951804,6.111705242787664,698.019801980198,7.732793522267206,-447.64617971231064,66.72828660912077,-95.13356996076936,,
17.004812466580095,138.28694190173746,6.111705242787664,678.9650663179527,7.732793522267206,-457.1735475434334,66.91009090214652,-95.13356996076936,,
17.186616759605837,138.28694190173746,6.09655488503552,653.9557257612555,7.869146742036513,-430.9732860078461,67.04644412191583,-95.13356996076936,,
17.36842105263158,137.09602092284695,6.142005958291955,712.3108537268822,7.869146742036513,-440.5006538389689,67.36460163471088,-96.32449093965988,,
17.55022534565732,133.5232579861763,6.1874570315483925,664.6740145712686,7.869146742036513,-450.0280216700912,68.63723168589107,-95.13356996076936,,
17.732029638683066,131.14141602839527,6.1874570315483925,645.619278909023,7.91459781529295,-458.36446852232393,68.77358490566039,-95.13356996076936,,
17.913833931708808,129.9504950495052,6.1874570315483925,637.2828320567908,8.005499961805821,-466.7009153745562,69.1826445649683,-87.98804408742762,,
18.09563822473455,128.7595740706147,6.142005958291955,583.6913880067252,8.141853181575128,-450.0280216700912,70.00076388358414,-95.13356996076936,,
18.277442517760292,126.37773211283411,6.142005958291955,574.1640201756027,8.187304254831563,-460.7463104801045,71.90970896035445,-95.13356996076936,,
18.459246810786038,123.99589015505353,6.1874570315483925,564.6366523444799,8.369108547857307,-459.555389501214,72.04606218012376,-97.5154119185504,,
18.64105110381178,122.80496917616301,6.1874570315483925,555.1092845133571,8.475161052122322,-450.0280216700912,72.54602398594454,-96.32449093965988,,
18.82285539683752,133.5232579861763,6.1874570315483925,545.5819166822344,8.414559621113742,-469.08275733233677,72.68237720571385,-95.13356996076936,,
19.004659689863264,150.79161218008585,6.1874570315483925,536.0545488511116,8.550912840883049,-438.11881188118787,72.90963257199603,-96.32449093965988,,
19.18646398288901,164.48720343732475,6.232908104804828,683.7287502335141,8.641814987395922,-448.83710069120116,73.09143686502178,-96.32449093965988,,
19.201614340641154,129.5535213898752,6.2783591780612635,674.2013824023913,8.687266060652357,-459.555389501214,73.27324115804751,-95.13356996076936,,
19.353117918162603,123.20194283579303,6.232908104804828,655.1466467401458,8.732717133908793,-467.8918363534467,73.636849744099,-96.32449093965988,,
19.550072568940493,122.80496917616301,6.2783591780612635,626.5645432467777,8.914521426934535,-466.7009153745562,73.90955618363762,-95.13356996076936,,
19.656125073205512,151.78404632916136,6.2783591780612635,617.0371754156549,8.869070353678099,-478.61012516345954,74.81857764876634,-96.32449093965988,,
19.747027219718383,127.9656267513542,6.293509535813408,526.5271810199888,8.869070353678099,-488.1374929945823,75.18218623481782,-96.32449093965988,,
19.82277900847911,166.86904539510556,6.323810251317699,667.0558565290492,8.869070353678099,-497.6648608257051,75.77305018715148,-95.13356996076936,,
19.91368115499198,132.92779749673082,6.323810251317699,645.619278909023,9.050874646703843,-440.5006538389689,76.27301199297227,-96.32449093965988,,
20.019733659257,109.70483840836914,6.323810251317699,636.0919110779002,9.096325719960278,-448.83710069120116,76.63662057902376,-95.13356996076936,,
20.186387594530594,102.5593125350274,6.3692613245741345,607.5098075845322,9.096325719960278,-459.555389501214,76.77297379879306,-95.13356996076936,,
20.368191887556335,97.79562861946579,6.3692613245741345,597.9824397534094,9.293280370738167,-464.3190734167756,77.09113131158811,-96.32449093965988,,
20.54999618058208,91.84102372501411,6.3692613245741345,547.9637586400152,9.27813001298602,-476.22828320567896,78.81827209533267,-95.13356996076936,,
20.731800473607823,90.6501027461236,6.3692613245741345,538.4363908088924,9.232678939729585,-480.9919671212401,78.95462531510198,-95.13356996076936,,
20.913604766633565,90.6501027461236,6.384411682326279,512.2361292733049,9.323581086242456,-450.0280216700912,79.45458712092278,-95.13356996076936,,
21.095409059659307,100.17747057724637,6.3692613245741345,501.5178404632918,9.323581086242456,-488.1374929945823,79.63639141394852,-95.13356996076936,,
21.277213352685052,110.89575938725966,6.4601634710870055,617.0371754156549,9.323581086242456,-495.2830188679245,79.81819570697427,-95.13356996076936,,
21.443867287958646,99.38352325798633,6.4601634710870055,588.4550719222866,9.414483232755327,-411.9185503456006,,,,
21.640821938736536,140.66878385951804,6.47531382883915,526.5271810199888,9.414483232755327,-421.44591817672335,,,,
21.640821938736536,101.96385204558192,6.4601634710870055,483.65402577993655,9.459934306011764,-430.9732860078461,,,,
21.746874443001555,162.89930879880467,6.4601634710870055,474.1266579488138,9.459934306011764,-439.3097328600784,,,,
21.83171644641357,113.03941714926214,6.4601634710870055,465.7902110965815,9.641738599037506,-438.11881188118787,,,,
21.913528378275153,162.10536147954417,6.551065617599878,607.5098075845322,9.641738599037506,-447.64617971231064,,,,
22.004430524788024,126.37773211283411,6.551065617599878,597.9824397534094,9.641738599037506,-455.98262656454335,,,,
22.004430524788024,98.9865495983563,6.551065617599878,578.9277040911638,9.596287525781072,-464.3190734167756,,,,
22.186234817813766,90.6501027461236,6.551065617599878,570.5912572389316,9.596287525781072,-471.4645992901178,,,,
22.368039110839508,85.88641883056243,6.505614544343443,540.818232766673,9.823542892063248,-442.8824957967495,,,,
22.549843403865253,83.50457687278185,6.551065617599878,512.2361292733049,9.778091818806814,-450.0280216700912,,,,
22.731647696890995,83.50457687278185,6.551065617599878,502.7087614421821,9.959896111832556,-435.7369699234073,,,,
22.913451989916737,83.50457687278185,6.551065617599878,493.1813936110593,10.005347185088993,-447.64617971231064,,,,
23.09525628294248,83.50457687278185,6.641967764112749,614.6553334578741,10.20230183586688,-454.79170558565283,,,,
23.277060575968225,79.93181393611076,6.657118121864894,588.4550719222866,10.232602551371173,-440.5006538389689,,,,
23.458864868993967,76.35905099943966,6.657118121864894,561.4608630674388,10.278053624627606,-467.8918363534467,,,,
23.64066916201971,73.97720904165908,6.596516690856314,531.2908649355502,10.323504697884044,-459.555389501214,,,,
23.82247345504545,71.5953670838785,6.641967764112749,521.7634971044276,10.459857917653348,-469.08275733233677,,,,
24.004277748071196,69.21352512609747,6.641967764112749,483.65402577993655,10.459857917653348,-477.4192041845695,,,,
24.186082041096938,65.64076218942637,6.641967764112749,474.1266579488138,10.641662210679094,-483.37380907902116,,,,
24.36788633412268,68.0226041472074,6.641967764112749,464.5992901176912,10.641662210679094,-492.90117691014393,,,,
24.56484098490057,78.74089295722024,6.641967764112749,457.45376424434903,10.641662210679094,-502.4285447412667,,,,
24.746645277926312,123.20194283579303,6.73286991062562,602.7461236689708,10.641662210679094,-510.76499159349896,,,,
24.71634456242202,85.88641883056243,6.73286991062562,574.1640201756027,10.74771471494411,-473.8464412478984,,,,
24.91329921319991,138.28694190173746,6.73286991062562,512.2361292733049,10.687113283935528,-526.2469643190734,,,,
24.89814885544776,104.14720717354749,6.73286991062562,502.7087614421821,10.778015430448399,-488.1374929945823,,,,
25.01935171746493,86.68036614982293,6.73286991062562,493.1813936110593,10.778015430448399,-495.2830188679245,,,,
25.09510350622565,116.85036428171134,6.778320983882056,593.218755837848,10.914368650217707,-454.79170558565283,,,,
25.170855294986378,70.00747244535796,6.823772057138491,581.3095460489446,10.914368650217707,-463.1281524378851,,,,
25.367809945764265,64.4498412105363,6.838922414890636,564.6366523444799,10.959819723474144,-471.4645992901178,,,,
25.549614238790006,64.4498412105363,6.823772057138491,552.7274425555763,11.111323300995593,-444.47039043527,,,,
25.731418531815756,63.25892023164579,6.823772057138491,545.5819166822344,11.050721869987015,-454.79170558565283,,,,
25.913222824841498,62.067999252755726,6.838922414890636,483.65402577993655,11.277977236269194,-440.5006538389689,,,,
26.09502711786724,62.067999252755726,6.823772057138491,471.7448159910332,11.232526163012757,-447.64617971231064,,,,
26.27683141089298,62.067999252755726,6.823772057138491,462.2174481599104,11.459781529294936,-445.26433775453006,,,,
26.458635703918723,68.0226041472074,6.823772057138491,452.69008032878764,11.459781529294936,-453.6007846067623,,,,
26.640439996944465,72.19082757332353,6.823772057138491,445.5445544554457,11.565834033559952,-426.2096020922845,,,,
26.837394647722356,66.83168316831689,6.8692231303949285,507.4724453577435,11.550683675807807,-438.11881188118787,,,,
27.00404858299595,71.5953670838785,6.914674203651364,497.9450775266207,11.565834033559952,-464.3190734167756,,,,
27.1858528760217,69.21352512609747,7.005576350164235,562.2548103866991,11.50523260255137,-473.8464412478984,,,,
27.38280752679959,97.79562861946579,7.005576350164235,552.7274425555763,11.50523260255137,-480.9919671212401,,,,
27.352506811295292,61.27405193349523,7.005576350164235,543.2000747244538,11.596134749064241,-450.0280216700912,,,,
27.549461462073182,116.85036428171134,7.005576350164235,533.672706893331,11.73248796883355,-461.93723145899503,,,,
27.549461462073182,78.14543246777521,7.0207267079163795,488.41770969549793,11.73248796883355,-471.4645992901178,,,,
27.685814681842487,112.08668036614972,7.005576350164235,476.5084999065946,11.777939042089987,-483.37380907902116,,,,
27.731265755098924,81.12273491500082,7.005576350164235,466.9811320754718,11.777939042089987,-490.5193349523629,,,,
27.731265755098924,56.11339435830405,7.005576350164235,457.45376424434903,11.929442619611436,-454.79170558565283,,,,
27.913070048124666,51.349710442742435,7.005576350164235,447.92639641322626,11.868841188602858,-464.3190734167756,,,,
28.09487434115041,47.77694750607134,6.9601252769077995,443.16271249766487,12.096096554885037,-450.0280216700912,,,,
28.27667863417615,54.92247337941353,7.187380643189977,555.1092845133571,12.096096554885037,-459.555389501214,,,,
28.382731138441173,83.50457687278185,7.187380643189977,545.5819166822344,12.186998701397908,-467.8918363534467,,,,
28.47363328495404,126.37773211283411,7.187380643189977,536.0545488511116,12.277900847910779,-450.0280216700912,,,,
28.458482927201892,57.30431533719411,7.187380643189977,526.5271810199888,12.232449774654341,-459.555389501214,,,,
28.549385073714767,169.25088735288637,7.187380643189977,516.9998131888663,12.323351921167216,-430.9732860078461,,,,
28.549385073714767,85.88641883056243,7.141929569933541,483.65402577993655,12.323351921167216,-440.5006538389689,,,,
28.64028722022764,140.66878385951804,7.187380643189977,471.7448159910332,12.474855498688665,-454.79170558565283,,,,
28.64028722022764,112.08668036614972,7.187380643189977,462.2174481599104,12.414254067680087,-461.93723145899503,,,,
28.73118936674051,157.341677563983,7.187380643189977,452.69008032878764,12.505156214192958,-469.08275733233677,,,,
28.746339724492657,81.12273491500082,7.187380643189977,443.16271249766487,12.505156214192958,-476.22828320567896,,,,
28.83724187100553,110.49878572762964,7.27828278970285,507.4724453577435,12.641509433962263,-452.40986362787226,,,,
28.9281440175184,69.21352512609747,7.27828278970285,431.2535027087615,12.596058360705829,-457.1735475434334,,,,
29.094797952791993,64.4498412105363,7.369184936215721,555.1092845133571,12.838464084740153,-457.96749486269346,,,,
29.27660224581774,68.0226041472074,7.369184936215721,545.5819166822344,13.00511802001375,-461.93723145899503,,,,
29.458406538843484,70.40444610498798,7.369184936215721,536.0545488511116,12.959666946757313,-466.7009153745562,,,,
29.640210831869226,72.78628806276856,7.369184936215721,526.5271810199888,13.202072670791637,-453.9977582663928,,,,
29.822015124894968,69.21352512609747,7.369184936215721,516.9998131888663,13.141471239783058,-464.3190734167756,,,,
30.00381941792071,65.64076218942637,7.369184936215721,499.135998505511,13.141471239783058,-471.4645992901178,,,,
30.18562371094645,64.4498412105363,7.323733862959285,459.83560620212984,13.3232755328088,-450.0280216700912,,,,
30.367428003972194,63.25892023164579,7.369184936215721,450.30823837100706,13.368726606065234,-458.36446852232393,,,,
30.549232296997936,62.067999252755726,7.369184936215721,440.7808705398843,13.505079825834542,-435.7369699234073,,,,
30.731036590023685,62.067999252755726,7.369184936215721,422.91705585652926,13.505079825834542,-445.26433775453006,,,,
30.912840883049427,69.21352512609747,7.460087082728592,507.4724453577435,13.55053089909098,-457.1735475434334,,,,
31.109795533827317,116.85036428171134,7.460087082728592,489.6086306743882,13.505079825834542,-461.93723145899503,,,,
31.07949481832302,79.53484027648074,7.475237440480736,431.2535027087615,13.747485549868866,-457.96749486269346,,,,
31.200697680340184,216.8877265085,7.550989229241463,552.7274425555763,13.914139485142464,-448.83710069120116,,,,
31.185547322588036,181.16009714178972,7.550989229241463,543.2000747244538,13.86868841188603,-459.555389501214,,,,
31.185547322588036,152.5779936484214,7.550989229241463,534.8636278722213,13.86868841188603,-469.08275733233677,,,,
31.29159982685306,374.0892957220251,7.505538155985027,528.9090229777696,14.005041631655335,-442.8824957967495,,,,
31.27644946910091,338.3616663553148,7.550989229241463,514.6179712310854,14.141394851424643,-440.5006538389689,,,,
31.27644946910091,309.7795628619467,7.566139586993607,497.9450775266207,14.18684592468108,-448.83710069120116,,,,
31.27644946910091,281.1974593685784,7.566139586993607,480.4782365028957,14.277748071193951,-455.98262656454335,,,,
31.27644946910091,252.6153558752103,7.550989229241463,443.16271249766487,14.323199144450385,-464.3190734167756,,,,
31.27644946910091,112.68214085559521,7.550989229241463,420.53521389874845,14.459552364219693,-440.5006538389689,,,,
31.367351615613785,445.5445544554457,7.65704173350648,431.2535027087615,14.459552364219693,-450.0280216700912,,,,
31.367351615613785,416.96245096207736,7.65704173350648,412.19876704651597,14.550454510732564,-455.98262656454335,,,,
31.367351615613785,216.8877265085,7.641891375754335,402.6713992153934,14.50500343747613,-471.4645992901178,,,,
31.382501973365926,182.74799178031003,7.687342449010771,545.5819166822344,14.595905583989001,-445.26433775453006,,,,
31.321900542357348,159.7235195217636,7.687342449010771,538.4363908088924,14.641356657245435,-463.1281524378851,,,,
31.458253762126652,388.38034746870926,7.732793522267206,507.4724453577435,14.732258803758306,-454.79170558565283,,,,
31.458253762126652,359.79824397534094,7.732793522267206,497.9450775266207,14.82316095027118,-461.93723145899503,,,,
31.458253762126652,331.21614048197284,7.732793522267206,488.41770969549793,14.929213454536196,-454.79170558565283,,,,
31.458253762126652,302.6340369886045,7.732793522267206,478.89034186437516,14.959514170040485,-466.7009153745562,,,,
31.458253762126652,274.0519334952364,7.732793522267206,469.3629740332524,15.095867389809793,-450.0280216700912,,,,
31.458253762126652,245.4698300018681,7.838846026532222,459.83560620212984,15.095867389809793,-459.555389501214,,,,
31.549155908639527,443.16271249766487,7.778244595523642,431.2535027087615,15.277671682835535,-440.5006538389689,,,,
31.549155908639527,414.5806090042968,7.823695668780077,421.72613487763874,15.277671682835535,-450.0280216700912,,,,
31.549155908639527,216.29226601905475,7.823695668780077,412.19876704651597,15.232220609579102,-459.555389501214,,,,
31.549155908639527,154.95983560620243,7.823695668780077,402.6713992153934,15.459475975861277,-459.555389501214,,,,
31.594606981895957,383.6166635531479,7.869146742036513,502.7087614421821,15.459475975861277,-467.8918363534467,,,,
31.640058055152394,343.1253502708762,7.91459781529295,490.79955165327874,15.414024902604844,-478.61012516345954,,,,
31.640058055152394,314.5432467775081,7.91459781529295,481.27218382215597,15.414024902604844,-485.75565103680174,,,,
31.640058055152394,285.9611432841398,7.91459781529295,471.7448159910332,15.595829195630586,-440.5006538389689,,,,
31.640058055152394,257.3790397907717,8.020650319557966,459.83560620212984,15.595829195630586,-450.0280216700912,,,,
31.655208412904543,177.1903605454886,8.005499961805821,447.92639641322626,15.641280268887023,-461.93723145899503,,,,
31.655208412904543,120.02615355875241,8.005499961805821,414.5806090042968,15.732182415399894,-470.2736783112273,,,,
31.640058055152394,89.45918176723353,8.005499961805821,405.053241173174,15.777633488656328,-459.555389501214,,,,
31.73096020166527,221.6514104240614,8.005499961805821,396.71679432094174,15.913986708425636,-465.5099943956657,,,,
31.776411274921706,174.01457126844775,8.050951035062257,483.65402577993655,16.095791001451378,-452.40986362787226,,,,
31.776411274921706,145.43246777507966,8.096402108318692,474.1266579488138,16.050339928194944,-459.555389501214,,,,
31.821862348178136,104.94115449280798,8.141853181575128,464.5992901176912,16.050339928194944,-469.08275733233677,,,,
31.80671199042599,73.97720904165908,8.187304254831563,447.92639641322626,16.277595294477123,-452.40986362787226,,,,
32.00366664120388,58.49523631608463,8.187304254831563,438.3990285821037,16.459399587502865,-454.79170558565283,,,,
32.18547093422963,52.54063142163295,8.187304254831563,431.2535027087615,16.459399587502865,-463.1281524378851,,,,
32.36727522725537,54.92247337941353,8.187304254831563,400.2895572576126,16.413948514246428,-471.4645992901178,,,,
32.54907952028111,62.067999252755726,8.187304254831563,390.76218942648984,16.641203880528607,-438.11881188118787,,,,
32.73088381330685,73.3817485522136,8.187304254831563,381.2348215953673,16.641203880528607,-447.64617971231064,,,,
32.92783846408474,162.89930879880467,8.187304254831563,374.0892957220251,16.641203880528607,-454.79170558565283,,,,
32.912688106332595,128.7595740706147,8.369108547857307,443.16271249766487,16.82300817355435,-446.4552587334206,,,,
32.89753774858045,99.38352325798633,8.369108547857307,433.6353446665423,16.838158531306497,-459.555389501214,,,,
33.01874061059762,396.3198206613117,8.369108547857307,424.10797683541955,16.82300817355435,-469.08275733233677,,,,
33.00359025284547,362.18008593312175,8.369108547857307,390.76218942648984,17.01996282433224,-445.26433775453006,,,,
33.00359025284547,333.5979824397534,8.369108547857307,381.2348215953673,17.004812466580095,-457.1735475434334,,,,
33.00359025284547,305.0158789463853,8.369108547857307,371.7074537642445,16.959361393323658,-464.3190734167756,,,,
33.00359025284547,276.433775453017,8.369108547857307,364.5619278909023,17.201767117357985,-450.0280216700912,,,,
33.00359025284547,247.8516719596489,8.550912840883049,440.7808705398843,17.186616759605837,-460.7463104801045,,,,
33.00359025284547,219.2695684662806,8.550912840883049,431.2535027087615,17.1411656863494,-469.08275733233677,,,,
33.00359025284547,190.6874649729125,8.550912840883049,421.72613487763874,17.322969979375145,-450.0280216700912,,,,
33.109642757110485,144.63852045581916,8.550912840883049,412.19876704651597,17.36842105263158,-458.36446852232393,,,,
33.0490413261019,123.99589015505353,8.550912840883049,381.2348215953673,17.504774272400887,-440.5006538389689,,,,
33.18539454587121,400.2895572576126,8.550912840883049,371.7074537642445,17.504774272400887,-450.0280216700912,,,,
33.18539454587121,371.7074537642445,8.550912840883049,362.18008593312175,17.55022534565732,-459.555389501214,,,,
33.18539454587121,343.1253502708762,8.505461767626613,357.41640201756036,17.732029638683066,-461.93723145899503,,,,
33.18539454587121,314.5432467775081,8.566063198635193,345.507192228657,17.86838285845237,-450.0280216700912,,,,
