MUD histograms for run 5822 from M15 in 2020
file /data/M15/2020/005822.msr
Bins 1 through 100000000
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
27, 0, 0, 0, 
100, 11, 0, 2, 
0, 65, 24, 32, 
0, 1, 7, 0, 
0, 0, 0, 0, 
0, 0, 0, 0, 
3, 1, 0, 0, 
3, 1, 1, 0, 
2, 0, 1, 0, 
2, 1, 1, 1, 
0, 2, 0, 0, 
4, 0, 0, 1, 
2, 0, 1, 1, 
3, 1, 1, 0, 
3, 0, 1, 0, 
0, 0, 0, 1, 
1, 1, 0, 1, 
3, 1, 0, 2, 
1, 1, 0, 0, 
1, 0, 0, 1, 
5, 3, 0, 1, 
3, 1, 0, 0, 
1, 1, 0, 0, 
2, 2, 0, 0, 
2, 3, 0, 0, 
0, 0, 0, 0, 
1, 0, 1, 0, 
1, 0, 1, 1, 
1, 1, 1, 0, 
2, 1, 1, 0, 
0, 1, 1, 0, 
3, 0, 1, 0, 
2, 1, 2, 0, 
3, 2, 1, 0, 
1, 0, 0, 1, 
2, 1, 1, 0, 
2, 2, 1, 0, 
0, 1, 1, 0, 
2, 1, 0, 1, 
2, 1, 1, 0, 
2, 2, 0, 0, 
2, 2, 0, 0, 
0, 1, 0, 1, 
2, 0, 0, 0, 
2, 0, 0, 1, 
1, 1, 1, 0, 
1, 0, 0, 0, 
0, 2, 1, 1, 
0, 1, 2, 0, 
2, 0, 1, 0, 
2, 1, 1, 0, 
5, 0, 0, 0, 
