temperature	asymmetry	asymmetry_errorbar	asymmetry_fit
0.0	0.23738992412058058	0.0018312039799309376	0.23931896483510248	
3.9215686274509804e-08	0.23821314554069709	0.001845157152815791	0.23708452673695174	
7.843137254901961e-08	0.23774180694844024	0.0018596204936120796	0.2341863279964287	
1.1764705882352942e-07	0.22768203920154018	0.001885123201504277	0.23097164040168688	
1.5686274509803921e-07	0.2276386155735134	0.0018994937742640309	0.22782121956083298	
1.96078431372549e-07	0.225620893042935	0.0019191400996538784	0.2250754873596117	
2.3529411764705883e-07	0.2222488478323277	0.00193529959371898	0.22297581297404787	
2.7450980392156863e-07	0.22124440423329925	0.0019523884509077103	0.2216300266998733	
3.1372549019607843e-07	0.22000879300203283	0.0019690039195528488	0.2210059290235057	
3.529411764705882e-07	0.22393271573908785	0.001989238104501165	0.22095105946415564	
3.92156862745098e-07	0.22296514166135573	0.002005351865577413	0.2212323815496339	
4.313725490196078e-07	0.22114339017163961	0.0020212143261790863	0.2215865694680708	
4.7058823529411767e-07	0.22096754386906986	0.002039757588688005	0.22177061953288013	
5.098039215686274e-07	0.22287357556686346	0.002059468273013995	0.2216035217173642	
5.490196078431373e-07	0.2181266808114709	0.002079297005955198	0.22099232270982788	
5.88235294117647e-07	0.22060324987346852	0.0020913757350965257	0.21993945358579214	
6.274509803921569e-07	0.21834489776942384	0.0021157917269327598	0.21853193783157865	
6.666666666666667e-07	0.21657493605217332	0.002134786797689124	0.21691633558928242	
7.058823529411765e-07	0.21680861754176267	0.002152078078988823	0.21526547912225433	
7.450980392156863e-07	0.21288557896903676	0.0021743676833970785	0.21374392011095605	
7.84313725490196e-07	0.2118827675264546	0.0022012077766367277	0.2124785226594354	
8.235294117647058e-07	0.2085418361870317	0.0022177166844967984	0.21153902658708396	
8.627450980392156e-07	0.20901048269084	0.0022357867157262344	0.2109310842292533	
9.019607843137255e-07	0.21358852435797973	0.002257031634577523	0.21060173815524036	
9.411764705882353e-07	0.20803458160709648	0.002274340646193743	0.21045504174627075	
9.80392156862745e-07	0.21020265433029564	0.002295012675075904	0.21037391442098796	
1.0196078431372548e-06	0.20863123904343678	0.0023217441655392313	0.21024359376765359	
1.0588235294117646e-06	0.21046588065404248	0.002337811521942087	0.20997223916606167	
1.0980392156862745e-06	0.2099981348696155	0.0023632693001078525	0.20950522446836475	
1.1372549019607845e-06	0.21039937512774626	0.0023830825417893273	0.20883116925336476	
1.176470588235294e-06	0.20634705904297745	0.002401871227759469	0.20797946819079216	
1.215686274509804e-06	0.2102585703327146	0.002424285158012422	0.2070106536441769	
1.2549019607843137e-06	0.20766325672952338	0.002439137567726196	0.2060020944806395	
1.2941176470588235e-06	0.20195699422143037	0.0024732019809771567	0.20503212367947427	
